watchlist_id,customer_id,customer_name,date_of_birth,country,nationality,list_type,risk_level,source
WATCH_4996,CUST_4996,Paul Gibbs,2003-06-26,Germany,UK,SANCTIONS,HIGH,Internal Bank List
WATCH_972,CUST_972,Robert Soto,2005-02-20,Germany,Canada,PEP,HIGH,OFAC
WATCH_3694,CUST_3694,Monica Peterson,1995-09-30,USA,Germany,FRAUD_ALERT,HIGH,Internal Bank List
WATCH_8455,CUST_8455,Cynthia Garcia,2006-07-24,Canada,Germany,PEP,HIGH,FATF
WATCH_7119,CUST_7119,Jacob Taylor,1985-03-02,UAE,UK,FRAUD_ALERT,HIGH,FATF
WATCH_3045,CUST_3045,Jeffrey Mitchell,1953-06-10,Singapore,UAE,FRAUD_ALERT,HIGH,Internal Bank List
WATCH_8870,CUST_8870,Lisa Brown,1977-07-23,Brazil,Brazil,BLACKLIST,HIGH,FATF
WATCH_5334,CUST_5334,Adam Crawford,1976-03-27,Germany,Singapore,BLACKLIST,HIGH,Internal Bank List
WATCH_8457,CUST_8457,Allison Castillo,1984-06-14,Canada,India,SANCTIONS,HIGH,FATF
WATCH_3853,CUST_3853,Jennifer Stevenson,1996-02-16,Germany,UK,BLACKLIST,HIGH,Internal Bank List
WATCH_4099,CUST_4099,Katherine Erickson,1971-02-05,USA,Germany,FRAUD_ALERT,HIGH,FATF
WATCH_5335,CUST_5335,Connie Morris,1986-04-30,UK,UAE,FRAUD_ALERT,HIGH,FATF
WATCH_6168,CUST_6168,Joshua Boyle,1965-07-29,Australia,Australia,BLACKLIST,HIGH,Internal Bank List
WATCH_3262,CUST_3262,Mary Murphy,1981-10-11,Singapore,Australia,SANCTIONS,HIGH,Internal Bank List
WATCH_6733,CUST_6733,Dalton Johnson,2000-11-07,Canada,Singapore,PEP,HIGH,FATF
WATCH_3256,CUST_3256,Jessica Kidd,1970-05-15,UAE,UAE,BLACKLIST,HIGH,FATF
WATCH_1275,CUST_1275,James Harris,1964-05-27,Singapore,UK,BLACKLIST,HIGH,FATF
WATCH_7727,CUST_7727,Daniel Williams,1994-01-18,France,France,BLACKLIST,HIGH,FATF
WATCH_6999,CUST_6999,Susan Gross,1962-03-30,UAE,India,PEP,HIGH,OFAC
WATCH_4376,CUST_4376,Matthew Huber,1962-08-17,India,USA,PEP,HIGH,FATF
WATCH_284,CUST_284,William Smith,1984-09-07,Australia,India,PEP,HIGH,Internal Bank List
WATCH_5782,CUST_5782,Stacey Bullock,1979-01-13,Australia,USA,BLACKLIST,HIGH,FATF
WATCH_7705,CUST_7705,Rachael Alvarado,1966-05-20,UAE,UK,BLACKLIST,HIGH,OFAC
WATCH_5194,CUST_5194,Mercedes Mitchell,1985-11-27,USA,USA,SANCTIONS,HIGH,OFAC
WATCH_5786,CUST_5786,Belinda Wallace,1956-07-15,USA,USA,BLACKLIST,HIGH,FATF
WATCH_7631,CUST_7631,Shari Ferguson,1990-12-21,UAE,France,FRAUD_ALERT,HIGH,Internal Bank List
WATCH_3859,CUST_3859,Kathleen Pineda,1977-10-09,UAE,France,PEP,HIGH,Internal Bank List
WATCH_2767,CUST_2767,Andrew Ramos,1963-03-29,Canada,France,BLACKLIST,HIGH,Internal Bank List
WATCH_9030,CUST_9030,Scott Young,2003-10-26,Canada,Brazil,FRAUD_ALERT,HIGH,FATF
WATCH_5181,CUST_5181,Martin Macias,1990-04-15,France,Singapore,PEP,HIGH,Internal Bank List
WATCH_7032,CUST_7032,Jay Frazier,1997-11-19,Germany,Singapore,BLACKLIST,HIGH,FATF
WATCH_9603,CUST_9603,Lisa Smith,1999-12-20,Brazil,Canada,BLACKLIST,HIGH,Internal Bank List
WATCH_7261,CUST_7261,Sean Williams,1982-10-01,Brazil,Brazil,SANCTIONS,HIGH,FATF
WATCH_6174,CUST_6174,Kristin Gonzales,1947-08-12,Australia,India,FRAUD_ALERT,HIGH,OFAC
WATCH_1172,CUST_1172,Eric Williams,1955-10-17,UK,Singapore,FRAUD_ALERT,HIGH,Internal Bank List
WATCH_6485,CUST_6485,Todd Reed,1988-02-10,Brazil,Germany,BLACKLIST,HIGH,Internal Bank List
WATCH_7621,CUST_7621,Thomas Dunn,1957-08-14,Brazil,Australia,SANCTIONS,HIGH,OFAC
WATCH_3818,CUST_3818,Dr. Michelle Lindsey,1972-11-20,Australia,France,PEP,HIGH,OFAC
WATCH_1969,CUST_1969,Cindy Lutz,1982-04-18,UK,Australia,PEP,HIGH,FATF
WATCH_7713,CUST_7713,Amy Evans,1984-07-20,Germany,Singapore,BLACKLIST,HIGH,Internal Bank List
WATCH_8277,CUST_8277,Wesley Harris,1956-02-03,Australia,Brazil,SANCTIONS,HIGH,FATF
WATCH_3211,CUST_3211,Jeffrey Smith,1991-02-02,Australia,France,SANCTIONS,HIGH,Internal Bank List
WATCH_2540,CUST_2540,Mariah Mason,1992-04-11,France,Germany,BLACKLIST,HIGH,OFAC
WATCH_8168,CUST_8168,Jacob Bowen,1986-02-20,USA,Australia,BLACKLIST,HIGH,FATF
WATCH_4758,CUST_4758,Tami Webb,1999-08-31,France,UAE,FRAUD_ALERT,HIGH,OFAC
WATCH_549,CUST_549,Peter Owens,1992-02-02,UK,USA,BLACKLIST,HIGH,OFAC
WATCH_8280,CUST_8280,Victoria Mccullough,1988-01-22,India,USA,SANCTIONS,HIGH,OFAC
WATCH_329,CUST_329,Samantha Rodriguez,1996-10-15,France,Canada,SANCTIONS,HIGH,FATF
WATCH_1266,CUST_1266,Brett Guzman,1962-01-20,Brazil,France,BLACKLIST,HIGH,OFAC
WATCH_1399,CUST_1399,Joseph Jones,1970-08-13,Australia,India,BLACKLIST,HIGH,Internal Bank List
WATCH_5825,CUST_5825,Kristin Vazquez,1989-07-15,UK,India,PEP,HIGH,OFAC
WATCH_8340,CUST_8340,Samuel Gibbs,1993-07-10,UAE,France,FRAUD_ALERT,HIGH,FATF
WATCH_9855,CUST_9855,Melissa Patel,1978-01-13,Brazil,USA,SANCTIONS,HIGH,OFAC
WATCH_4572,CUST_4572,Christopher Henry,1952-08-14,Germany,France,FRAUD_ALERT,HIGH,FATF
WATCH_2574,CUST_2574,Beth Nixon,2008-03-09,UK,Australia,FRAUD_ALERT,HIGH,Internal Bank List
WATCH_9218,CUST_9218,Tony Chambers,1968-03-18,Brazil,Germany,PEP,HIGH,OFAC
WATCH_934,CUST_934,Dorothy Gibson,1988-09-14,India,Canada,BLACKLIST,HIGH,OFAC
WATCH_8929,CUST_8929,Amber Johnson,1967-09-03,USA,Canada,BLACKLIST,HIGH,Internal Bank List
WATCH_2126,CUST_2126,Pamela Petersen,1994-09-28,France,UAE,PEP,HIGH,OFAC
WATCH_5553,CUST_5553,Angela Salazar,2006-03-23,UK,UK,SANCTIONS,HIGH,Internal Bank List
WATCH_1063,CUST_1063,Nicole Smith,1972-10-16,France,India,BLACKLIST,HIGH,OFAC
WATCH_3521,CUST_3521,Roberto Lee,1947-11-29,France,India,FRAUD_ALERT,HIGH,Internal Bank List
WATCH_6267,CUST_6267,Chloe Russell,2007-10-11,Singapore,Germany,BLACKLIST,HIGH,FATF
WATCH_1070,CUST_1070,Christopher West,1951-08-27,USA,France,FRAUD_ALERT,HIGH,FATF
WATCH_9247,CUST_9247,Dr. Ashley Gross,1994-03-14,USA,Australia,FRAUD_ALERT,HIGH,Internal Bank List
WATCH_2920,CUST_2920,Jesse Garner,1958-05-25,UAE,France,FRAUD_ALERT,HIGH,FATF
WATCH_8144,CUST_8144,Tanner Mack,2006-12-29,Brazil,Brazil,FRAUD_ALERT,HIGH,OFAC
WATCH_492,CUST_492,Dustin Roy,1996-03-21,India,India,PEP,HIGH,FATF
WATCH_1460,CUST_1460,Alyssa Weaver,1948-12-25,Canada,India,FRAUD_ALERT,HIGH,FATF
WATCH_8208,CUST_8208,Tamara Smith,1960-08-13,Australia,UK,BLACKLIST,HIGH,FATF
WATCH_1546,CUST_1546,Rick Rose,1988-03-26,UAE,Australia,BLACKLIST,HIGH,FATF
WATCH_6850,CUST_6850,Rebecca Fleming,1964-06-16,Canada,Germany,FRAUD_ALERT,HIGH,FATF
WATCH_4749,CUST_4749,Mark Rowe,1984-01-02,Germany,France,PEP,HIGH,FATF
WATCH_8927,CUST_8927,Susan Reyes,1979-12-15,UK,Canada,SANCTIONS,HIGH,OFAC
WATCH_9672,CUST_9672,Marvin Roth,1953-06-08,USA,Germany,FRAUD_ALERT,HIGH,Internal Bank List
WATCH_5805,CUST_5805,Reginald Griffin,1960-06-03,France,Canada,SANCTIONS,HIGH,FATF
WATCH_5767,CUST_5767,Christina Bates,1959-07-26,France,Singapore,PEP,HIGH,FATF
WATCH_1687,CUST_1687,Laura Lawrence,1952-05-21,UK,UK,PEP,HIGH,FATF
WATCH_4546,CUST_4546,Scott Jackson,1990-06-06,Singapore,Canada,BLACKLIST,HIGH,OFAC
WATCH_1339,CUST_1339,Miss Janice Harmon,1997-06-05,Singapore,Brazil,SANCTIONS,HIGH,OFAC
WATCH_7428,CUST_7428,Jeffrey Moore,1969-12-31,India,Germany,PEP,HIGH,OFAC
WATCH_425,CUST_425,Nicolas Rodriguez,2005-10-28,Brazil,USA,FRAUD_ALERT,HIGH,OFAC
WATCH_1417,CUST_1417,Anthony Braun,1970-06-26,UK,Germany,BLACKLIST,HIGH,OFAC
WATCH_2131,CUST_2131,Lori Campbell,1958-08-08,Australia,Canada,BLACKLIST,HIGH,OFAC
WATCH_6016,CUST_6016,Jerry Rodriguez,2004-11-13,Germany,UK,PEP,HIGH,FATF
WATCH_3970,CUST_3970,Ashley Garza,1947-01-15,Singapore,France,PEP,HIGH,Internal Bank List
WATCH_8253,CUST_8253,Wendy Rubio,1977-12-07,USA,Brazil,PEP,HIGH,OFAC
WATCH_1812,CUST_1812,Shelia Lewis,1950-08-07,India,Germany,BLACKLIST,HIGH,OFAC
WATCH_8712,CUST_8712,Amanda Pittman,1976-07-26,Canada,India,BLACKLIST,HIGH,Internal Bank List
WATCH_7570,CUST_7570,Carlos Hernandez,1947-11-10,India,UAE,SANCTIONS,HIGH,FATF
WATCH_9286,CUST_9286,Elizabeth Ruiz,2007-06-03,France,UK,PEP,HIGH,Internal Bank List
WATCH_5200,CUST_5200,Mary Irwin,1980-11-20,India,France,BLACKLIST,HIGH,OFAC
WATCH_4278,CUST_4278,Traci Thomas,1956-05-13,UAE,India,SANCTIONS,HIGH,Internal Bank List
WATCH_3008,CUST_3008,Tara Hudson,1948-10-18,UAE,Brazil,PEP,HIGH,OFAC
WATCH_6977,CUST_6977,Nathan Smith,1994-07-11,USA,Singapore,SANCTIONS,HIGH,FATF
WATCH_3088,CUST_3088,Brandon Ayala,1969-04-25,France,Germany,SANCTIONS,HIGH,FATF
WATCH_9533,CUST_9533,Yolanda King,2003-05-30,India,Germany,PEP,HIGH,Internal Bank List
WATCH_5319,CUST_5319,Keith Tucker,1976-10-12,UK,Germany,FRAUD_ALERT,HIGH,Internal Bank List
WATCH_4249,CUST_4249,Rebecca Salazar,2003-06-04,Brazil,India,FRAUD_ALERT,HIGH,FATF
WATCH_4254,CUST_4254,Scott Miller,1998-01-30,India,Australia,PEP,HIGH,OFAC
WATCH_6683,CUST_6683,Randy Taylor DVM,1971-10-27,Australia,Australia,FRAUD_ALERT,HIGH,Internal Bank List
WATCH_4439,CUST_4439,Zachary Scott,1975-01-01,France,Canada,FRAUD_ALERT,HIGH,FATF
WATCH_9964,CUST_9964,Stephen Dickerson,1947-08-28,UAE,Singapore,PEP,HIGH,OFAC
WATCH_5521,CUST_5521,John Huerta,1976-05-16,India,Germany,BLACKLIST,HIGH,Internal Bank List
WATCH_1620,CUST_1620,Tina Butler,1994-08-16,Singapore,UK,SANCTIONS,HIGH,FATF
WATCH_1110,CUST_1110,Emily Mcfarland,2007-05-23,India,Australia,BLACKLIST,HIGH,Internal Bank List
WATCH_4081,CUST_4081,Sergio May,1950-07-22,Canada,India,PEP,HIGH,Internal Bank List
WATCH_6394,CUST_6394,Deborah Foster,1987-06-06,Singapore,Germany,SANCTIONS,HIGH,FATF
WATCH_5071,CUST_5071,Charles Mason,1965-08-13,Canada,USA,BLACKLIST,HIGH,Internal Bank List
WATCH_8232,CUST_8232,Nicholas Henderson,1979-03-21,Singapore,Singapore,SANCTIONS,HIGH,FATF
WATCH_9856,CUST_9856,Andrew Underwood,2001-11-23,Canada,USA,BLACKLIST,HIGH,OFAC
WATCH_970,CUST_970,Charlene Strickland,1965-01-16,India,Brazil,SANCTIONS,HIGH,FATF
WATCH_626,CUST_626,Erin Lewis,2004-09-23,USA,Brazil,BLACKLIST,HIGH,OFAC
WATCH_6587,CUST_6587,Laurie Munoz,1974-01-27,Canada,India,BLACKLIST,HIGH,Internal Bank List
WATCH_6257,CUST_6257,Jonathan Ramos,1975-10-17,Brazil,Brazil,PEP,HIGH,Internal Bank List
WATCH_612,CUST_612,Morgan Hernandez,1964-05-22,UAE,India,FRAUD_ALERT,HIGH,OFAC
WATCH_926,CUST_926,Sara Smith,1981-06-26,Germany,Singapore,BLACKLIST,HIGH,Internal Bank List
WATCH_7902,CUST_7902,Kevin Olson,2002-09-06,France,France,BLACKLIST,HIGH,Internal Bank List
WATCH_1465,CUST_1465,Nancy Patrick,1982-11-30,Australia,Singapore,FRAUD_ALERT,HIGH,FATF
WATCH_1248,CUST_1248,Theresa Sanchez,1953-01-01,UK,Singapore,SANCTIONS,HIGH,OFAC
WATCH_6964,CUST_6964,Brian Rollins,1996-03-02,UK,France,PEP,HIGH,Internal Bank List
WATCH_7802,CUST_7802,Aaron Madden,1949-07-23,Australia,UK,BLACKLIST,HIGH,FATF
WATCH_9399,CUST_9399,Daniel Powell,1994-04-15,UAE,USA,FRAUD_ALERT,HIGH,FATF
WATCH_9056,CUST_9056,Philip Ramirez,1971-04-29,UK,Brazil,BLACKLIST,HIGH,FATF
WATCH_6428,CUST_6428,Emily Perry,1983-02-07,UAE,Singapore,SANCTIONS,HIGH,OFAC
WATCH_1513,CUST_1513,Sherry Johnson,1994-11-19,UAE,Singapore,PEP,HIGH,OFAC
WATCH_3800,CUST_3800,Samuel Stephenson,1998-02-15,India,USA,PEP,HIGH,FATF
WATCH_3947,CUST_3947,William Copeland,1963-12-03,Brazil,Australia,FRAUD_ALERT,HIGH,OFAC
WATCH_8935,CUST_8935,Tyler Johnson,1976-01-24,UK,France,BLACKLIST,HIGH,OFAC
WATCH_296,CUST_296,Dylan Robinson,1958-04-28,Germany,UK,FRAUD_ALERT,HIGH,Internal Bank List
WATCH_9865,CUST_9865,Donna Hart,1984-01-18,Brazil,India,FRAUD_ALERT,HIGH,OFAC
WATCH_460,CUST_460,Erin Bass,1982-08-25,Singapore,USA,FRAUD_ALERT,HIGH,FATF
WATCH_2430,CUST_2430,Mr. Charles Elliott,1973-07-22,Singapore,Brazil,PEP,HIGH,Internal Bank List
WATCH_8502,CUST_8502,Jessica Tanner,2001-12-02,India,France,SANCTIONS,HIGH,OFAC
WATCH_7307,CUST_7307,Michelle Howard,1962-04-19,Australia,France,FRAUD_ALERT,HIGH,FATF
WATCH_1089,CUST_1089,Monica Reed,1985-02-16,UAE,UK,SANCTIONS,HIGH,FATF
WATCH_2373,CUST_2373,Samuel Alvarado,1972-05-04,UK,India,BLACKLIST,HIGH,Internal Bank List
WATCH_4482,CUST_4482,Katie Guerrero,1955-03-27,Singapore,UK,SANCTIONS,HIGH,Internal Bank List
WATCH_4013,CUST_4013,Paul Davis,1965-08-26,India,France,SANCTIONS,HIGH,OFAC
WATCH_79,CUST_79,Tracy Dawson,1956-03-14,Canada,Canada,PEP,HIGH,Internal Bank List
WATCH_195,CUST_195,Mr. Kevin Gonzalez,2000-07-25,India,Canada,SANCTIONS,HIGH,Internal Bank List
WATCH_1617,CUST_1617,Kathleen Caldwell,1948-05-14,USA,Australia,PEP,HIGH,Internal Bank List
WATCH_6166,CUST_6166,Tiffany Underwood,1986-10-14,India,UAE,BLACKLIST,HIGH,Internal Bank List
WATCH_1757,CUST_1757,Cory Parks,2008-02-06,France,Germany,SANCTIONS,HIGH,FATF
WATCH_5784,CUST_5784,Robert Smith,1974-05-30,Canada,France,SANCTIONS,HIGH,FATF
WATCH_4980,CUST_4980,Raymond Woods,1964-03-14,Australia,India,SANCTIONS,HIGH,Internal Bank List
WATCH_6357,CUST_6357,Danielle Avery,1947-05-08,Australia,Canada,BLACKLIST,HIGH,OFAC
WATCH_4775,CUST_4775,Mrs. Crystal George MD,1960-09-03,Canada,USA,FRAUD_ALERT,HIGH,Internal Bank List
WATCH_8278,CUST_8278,James Vazquez,2005-12-03,UK,UAE,SANCTIONS,HIGH,Internal Bank List
WATCH_4567,CUST_4567,Dustin Brewer,1994-06-06,Singapore,USA,BLACKLIST,HIGH,OFAC
WATCH_7208,CUST_7208,Deborah Melendez,2004-06-22,UK,Singapore,BLACKLIST,HIGH,Internal Bank List
WATCH_8350,CUST_8350,Gabriel Williams,1962-02-14,Germany,UK,PEP,HIGH,OFAC
WATCH_1576,CUST_1576,Lawrence Griffith,1969-01-13,France,USA,PEP,HIGH,FATF
WATCH_5714,CUST_5714,Jesus Fletcher,2000-01-07,Brazil,Singapore,PEP,HIGH,OFAC
WATCH_1093,CUST_1093,Rachael James,1974-08-22,Singapore,Australia,SANCTIONS,HIGH,Internal Bank List
WATCH_2351,CUST_2351,Martin Thomas,1993-05-26,Canada,Germany,PEP,HIGH,FATF
WATCH_2877,CUST_2877,Christopher Miller,1976-11-08,Singapore,France,BLACKLIST,HIGH,OFAC
WATCH_3350,CUST_3350,Jose Berry,1946-11-14,Australia,UAE,PEP,HIGH,Internal Bank List
WATCH_4966,CUST_4966,Melissa Jones,1963-07-21,Singapore,Australia,SANCTIONS,HIGH,FATF
WATCH_5947,CUST_5947,Charles Moran,1977-06-09,Germany,India,PEP,HIGH,FATF
WATCH_4634,CUST_4634,Lisa Crane,1998-01-01,Singapore,France,SANCTIONS,HIGH,Internal Bank List
WATCH_5347,CUST_5347,Brittany Poole,1976-04-06,UAE,Brazil,SANCTIONS,HIGH,FATF
WATCH_4012,CUST_4012,Anna Moore,1991-07-24,Australia,India,FRAUD_ALERT,HIGH,OFAC
WATCH_8796,CUST_8796,Donna Brown,1967-03-14,France,UAE,SANCTIONS,HIGH,Internal Bank List
WATCH_466,CUST_466,William Johnson,1945-12-10,France,Australia,FRAUD_ALERT,HIGH,Internal Bank List
WATCH_5756,CUST_5756,Carrie Nicholson,2000-08-18,Brazil,Australia,SANCTIONS,HIGH,Internal Bank List
WATCH_4147,CUST_4147,Mrs. Christine Jones,1992-04-09,UAE,Canada,SANCTIONS,HIGH,FATF
WATCH_9128,CUST_9128,Jeffery Jackson,1991-06-17,India,Australia,BLACKLIST,HIGH,OFAC
WATCH_2671,CUST_2671,Phyllis Coleman MD,1973-12-05,Australia,Canada,BLACKLIST,HIGH,FATF
WATCH_7876,CUST_7876,Hannah George,1973-04-19,Singapore,UK,FRAUD_ALERT,HIGH,FATF
WATCH_2641,CUST_2641,Kelsey Clark,1985-06-26,Germany,Germany,SANCTIONS,HIGH,Internal Bank List
WATCH_8082,CUST_8082,Sarah Mcdonald,1996-11-10,UK,Canada,PEP,HIGH,OFAC
WATCH_3774,CUST_3774,Mrs. Shelley Cline DVM,1989-05-24,USA,France,BLACKLIST,HIGH,Internal Bank List
WATCH_4562,CUST_4562,Cassidy Mendoza,1961-11-24,USA,France,FRAUD_ALERT,HIGH,Internal Bank List
WATCH_9893,CUST_9893,Robin Meyer,1977-08-16,Canada,Germany,BLACKLIST,HIGH,Internal Bank List
WATCH_7905,CUST_7905,Victoria Grant,1956-08-25,UAE,UK,FRAUD_ALERT,HIGH,OFAC
WATCH_3971,CUST_3971,Jenny Barnes,1959-02-20,USA,Germany,BLACKLIST,HIGH,OFAC
WATCH_6913,CUST_6913,James Graham,2001-05-17,Singapore,Canada,BLACKLIST,HIGH,Internal Bank List
WATCH_7954,CUST_7954,Jonathan Perkins,1947-01-15,Singapore,Brazil,FRAUD_ALERT,HIGH,FATF
WATCH_2236,CUST_2236,Daniel Wu,1950-06-13,UAE,USA,BLACKLIST,HIGH,OFAC
WATCH_4922,CUST_4922,Jenna Hunt,1992-05-28,UK,Brazil,BLACKLIST,HIGH,OFAC
WATCH_9406,CUST_9406,Edward Davis,1988-02-07,UAE,Australia,FRAUD_ALERT,HIGH,OFAC
WATCH_955,CUST_955,Mary Curtis,1969-05-10,Germany,Brazil,BLACKLIST,HIGH,OFAC
WATCH_1831,CUST_1831,Robert Hall,1978-04-22,UK,India,FRAUD_ALERT,HIGH,OFAC
WATCH_8085,CUST_8085,Bradley Collins,1993-08-09,Germany,Australia,SANCTIONS,HIGH,FATF
WATCH_168,CUST_168,Audrey Vincent,1957-01-27,Canada,Germany,FRAUD_ALERT,HIGH,OFAC
WATCH_2667,CUST_2667,Nathaniel Burns,1997-10-15,Brazil,Brazil,PEP,HIGH,OFAC
WATCH_8382,CUST_8382,Gina Miller,1951-01-22,USA,Germany,FRAUD_ALERT,HIGH,Internal Bank List
WATCH_8778,CUST_8778,Michelle Wright DDS,1990-10-15,UAE,UAE,FRAUD_ALERT,HIGH,Internal Bank List
WATCH_6628,CUST_6628,Rachel Juarez,1985-04-15,UK,Canada,BLACKLIST,HIGH,OFAC
WATCH_66,CUST_66,Hannah Baker,1953-04-07,USA,Australia,BLACKLIST,HIGH,FATF
WATCH_2956,CUST_2956,Michelle Henry,1950-03-28,Brazil,Singapore,FRAUD_ALERT,HIGH,OFAC
WATCH_5066,CUST_5066,Jasmine Stevens,1980-06-15,France,Canada,BLACKLIST,HIGH,OFAC
WATCH_3311,CUST_3311,Michael Dougherty,1988-09-06,UAE,Canada,FRAUD_ALERT,HIGH,FATF
WATCH_6534,CUST_6534,Emily Gonzalez,2008-05-20,Germany,UK,FRAUD_ALERT,HIGH,FATF
WATCH_7064,CUST_7064,Shannon Davis,2006-01-31,France,Australia,FRAUD_ALERT,HIGH,Internal Bank List
WATCH_8092,CUST_8092,Kelly Heath,1977-02-23,Singapore,France,BLACKLIST,HIGH,OFAC
WATCH_788,CUST_788,Lisa Page,1968-01-04,Australia,France,PEP,HIGH,FATF
WATCH_4663,CUST_4663,Allison Johnson,1965-03-05,Brazil,Brazil,BLACKLIST,HIGH,Internal Bank List
WATCH_8805,CUST_8805,Kathleen Hudson,1974-03-20,UK,Germany,BLACKLIST,HIGH,OFAC
WATCH_4565,CUST_4565,Tammie Hernandez,1979-05-08,Singapore,Australia,FRAUD_ALERT,HIGH,OFAC
WATCH_4706,CUST_4706,Steven Brandt,1970-10-06,UAE,UK,FRAUD_ALERT,HIGH,OFAC
WATCH_2498,CUST_2498,Jessica Howard,2008-05-08,USA,France,BLACKLIST,HIGH,FATF
WATCH_6797,CUST_6797,Joseph Burch,1992-04-10,Brazil,Germany,PEP,HIGH,Internal Bank List
WATCH_4347,CUST_4347,Richard Patel,1970-06-16,India,Canada,PEP,HIGH,FATF
WATCH_5358,CUST_5358,Wesley Weiss,1970-05-20,USA,UK,PEP,HIGH,Internal Bank List
WATCH_1409,CUST_1409,William Johnson,1964-06-01,Brazil,USA,BLACKLIST,HIGH,OFAC
WATCH_8234,CUST_8234,Edward Hull,1953-11-17,UK,Singapore,BLACKLIST,HIGH,FATF
WATCH_1025,CUST_1025,Katherine Conner,1966-01-02,USA,Australia,SANCTIONS,HIGH,Internal Bank List
WATCH_285,CUST_285,Anthony Garcia,2000-08-30,France,UK,BLACKLIST,HIGH,OFAC
WATCH_3908,CUST_3908,Stephanie Herrera,2003-04-10,Australia,UK,PEP,HIGH,FATF
WATCH_8872,CUST_8872,Angela Melton,1978-04-20,Germany,UK,FRAUD_ALERT,HIGH,Internal Bank List
WATCH_6880,CUST_6880,Lisa Perez,1986-08-10,UK,India,SANCTIONS,HIGH,Internal Bank List
WATCH_9067,CUST_9067,Christina Simpson,1959-08-08,Canada,Canada,SANCTIONS,HIGH,FATF
WATCH_2014,CUST_2014,Nathan Zimmerman,1972-09-19,Australia,UK,PEP,HIGH,FATF
WATCH_4899,CUST_4899,Jesse Gonzalez,1984-03-24,UAE,India,PEP,HIGH,FATF
WATCH_2233,CUST_2233,Kimberly Cross,2004-08-24,Australia,UAE,BLACKLIST,HIGH,Internal Bank List
WATCH_3452,CUST_3452,Kevin Guzman,1950-10-30,Canada,India,BLACKLIST,HIGH,FATF
WATCH_3931,CUST_3931,Erik Villarreal,1969-03-20,UK,Australia,SANCTIONS,HIGH,Internal Bank List
WATCH_9129,CUST_9129,Michael Lee,2000-04-09,UK,Canada,BLACKLIST,HIGH,OFAC
WATCH_4607,CUST_4607,Kristi Castro,1965-09-23,USA,UAE,BLACKLIST,HIGH,FATF
WATCH_80,CUST_80,David White,1996-09-07,India,Singapore,FRAUD_ALERT,HIGH,OFAC
WATCH_5514,CUST_5514,Joseph Powell,1947-10-08,Singapore,Brazil,BLACKLIST,HIGH,FATF
WATCH_4508,CUST_4508,Michael Alexander,1957-08-22,India,Canada,BLACKLIST,HIGH,OFAC
WATCH_7493,CUST_7493,Terry Baker,1961-12-10,UK,UK,SANCTIONS,HIGH,FATF
WATCH_1433,CUST_1433,Christopher Hubbard,2007-05-15,Singapore,Canada,PEP,HIGH,OFAC
WATCH_6012,CUST_6012,Teresa Rowland,1948-06-25,Brazil,Australia,FRAUD_ALERT,HIGH,FATF
WATCH_5056,CUST_5056,Ashley Morris,1984-05-27,USA,USA,FRAUD_ALERT,HIGH,FATF
WATCH_9904,CUST_9904,Randy Flores,1983-11-28,Singapore,Singapore,SANCTIONS,HIGH,FATF
WATCH_9373,CUST_9373,Sharon Martinez,1988-04-04,USA,Singapore,FRAUD_ALERT,HIGH,FATF
WATCH_1249,CUST_1249,Amanda Dunn,1990-01-19,Singapore,Australia,BLACKLIST,HIGH,FATF
WATCH_9331,CUST_9331,Alan Adams,1981-04-09,UAE,Brazil,BLACKLIST,HIGH,FATF
WATCH_181,CUST_181,Charles Hendrix,2003-04-18,Australia,UK,SANCTIONS,HIGH,OFAC
WATCH_5799,CUST_5799,Steven Benton,1959-05-01,Singapore,Germany,SANCTIONS,HIGH,Internal Bank List
WATCH_4460,CUST_4460,Jacob Cruz,1969-04-11,India,India,PEP,HIGH,OFAC
WATCH_4597,CUST_4597,Toni Osborne,1957-01-01,Singapore,Canada,BLACKLIST,HIGH,Internal Bank List
WATCH_5555,CUST_5555,Ashley Webb,2003-05-15,Singapore,Singapore,FRAUD_ALERT,HIGH,Internal Bank List
WATCH_1850,CUST_1850,Benjamin Mcgee,1996-08-02,India,India,PEP,HIGH,OFAC
WATCH_4424,CUST_4424,Patrick Diaz,2001-09-30,Singapore,Germany,FRAUD_ALERT,HIGH,OFAC
WATCH_9411,CUST_9411,Andre Williams,1977-05-23,UK,Australia,SANCTIONS,HIGH,OFAC
WATCH_3449,CUST_3449,Jeff Jennings,1988-07-06,France,Australia,FRAUD_ALERT,HIGH,Internal Bank List
WATCH_5917,CUST_5917,Keith Harmon,2006-10-06,UAE,India,SANCTIONS,HIGH,FATF
WATCH_9528,CUST_9528,Sandra Clements,1947-07-14,Brazil,Australia,SANCTIONS,HIGH,OFAC
WATCH_7202,CUST_7202,Ashley Sanders,1993-06-30,Singapore,India,PEP,HIGH,OFAC
WATCH_670,CUST_670,Mary Hill,1992-10-22,USA,Australia,PEP,HIGH,Internal Bank List
WATCH_3105,CUST_3105,Courtney Roberts,1958-11-11,USA,UK,SANCTIONS,HIGH,FATF
WATCH_5806,CUST_5806,Tracy Gonzales,2006-07-14,Australia,Singapore,BLACKLIST,HIGH,Internal Bank List
WATCH_5679,CUST_5679,Alan Willis,1962-06-06,India,Australia,FRAUD_ALERT,HIGH,FATF
WATCH_8081,CUST_8081,Megan Manning,1992-01-28,UK,Canada,BLACKLIST,HIGH,FATF
