customer_id,customer_name,date_of_birth,address,country,nationality,customer_type,account_created_date,account_age_days,risk_rating
CUST_1044,Patricia Williams,1985-08-23,"PSC 1435, Box 6851, APO AE 58595",Brazil,USA,Business,2023-12-28,947,HIGH
CUST_1045,Jamie Barnett,1953-02-16,"6094 Murphy Burgs Suite 083, Mcmillanview, PR 93418",Brazil,Brazil,Individual,2021-07-28,1830,MEDIUM
CUST_1046,Sarah Walker,1965-11-08,"177 Burns Prairie, Peterburgh, LA 19286",Australia,India,Business,2025-05-02,456,LOW
CUST_1047,Angela Cabrera,2007-08-23,"716 Soto Valleys, Judyburgh, WI 87201",UK,USA,Business,2026-05-17,76,HIGH
CUST_1048,Steven Owens,1963-10-02,"2427 Samuel Unions Apt. 757, Millermouth, HI 51411",Germany,Singapore,Business,2022-11-20,1350,HIGH
CUST_1049,Mr. Richard Espinoza DDS,1961-05-29,"63082 Karen Shores, Lake Whitney, LA 53987",Germany,USA,Business,2017-10-29,3198,HIGH
CUST_1050,Cynthia Lutz,1997-08-03,"7877 Jason Grove Suite 371, Katherinetown, KY 54883",Brazil,India,Individual,2021-06-21,1867,LOW
CUST_1051,Michael Tyler,1997-05-11,"0129 Friedman Green, Thomasmouth, CO 18442",Germany,Germany,Individual,2018-08-02,2921,MEDIUM
CUST_1052,Michael Phillips,1946-12-02,"970 Shannon Oval, West Ashleyshire, IA 86806",Brazil,UAE,Business,2017-05-13,3367,HIGH
CUST_1053,Ms. Emily Maldonado,1989-05-15,"1576 Maria Fork Suite 043, Moramouth, MT 74696",India,USA,Individual,2024-06-23,769,HIGH
CUST_1054,Marcus Torres,1996-04-11,"595 Nicole Park Apt. 997, Watkinston, TX 86451",Australia,USA,Individual,2017-04-04,3406,LOW
CUST_1055,Melissa Townsend,1948-10-25,"61619 Julie Mews Suite 104, Sarahborough, SC 43175",Australia,UAE,Individual,2021-03-03,1977,MEDIUM
CUST_1056,Loretta Rose,2008-01-10,"4929 Linda Trace, Martinezstad, PR 75723",Australia,Singapore,Business,2026-07-30,2,MEDIUM
CUST_1057,Stephen Schultz,1999-02-14,"43382 Kirby Point, South Garyville, ND 17001",Brazil,Singapore,Business,2021-11-08,1727,LOW
CUST_1058,Samuel Cooper,1951-01-20,"495 Suzanne Stream Suite 001, Lake Ashleyside, AL 22280",Australia,UK,Individual,2021-03-14,1966,HIGH
CUST_1059,Frank Estrada,1958-12-20,"689 Sarah Orchard Apt. 982, Lake Charles, PW 97076",UAE,Germany,Individual,2017-03-21,3420,HIGH
CUST_1060,David Malone,2001-06-01,"478 Heather Corners, Richardshire, SD 60413",Germany,India,Individual,2022-12-27,1313,LOW
CUST_1061,Evelyn Miller,2002-03-23,"Unit 6092 Box 5307, DPO AP 66365",UK,Canada,Individual,2017-10-08,3219,MEDIUM
CUST_1062,Christopher Cox,1947-02-03,"651 Sheryl Street Apt. 183, Port Jonathan, MT 05154",Canada,UK,Individual,2018-07-23,2931,LOW
CUST_1063,Nicole Smith,1972-10-16,"Unit 6546 Box 8622, DPO AE 41705",France,India,Individual,2018-02-06,3098,MEDIUM
CUST_1064,Krystal Mcintosh,2002-05-10,"987 Ralph Green Suite 781, Port Scott, DE 43670",UAE,USA,Individual,2022-09-22,1409,MEDIUM
CUST_1065,Brittany Williams,1981-02-02,"8690 Sampson Branch Suite 325, North Allisonbury, NM 01079",Australia,Germany,Individual,2025-09-07,328,HIGH
CUST_1066,Jennifer Warren,1961-10-17,"PSC 7296, Box 9547, APO AP 30118",Canada,India,Business,2020-09-10,2151,LOW
CUST_1067,Nicholas Gomez,1954-07-31,"210 Reeves Cape, West Jasmine, MN 13787",Germany,USA,Business,2024-04-12,841,HIGH
CUST_1068,Nicole Nelson,1982-10-27,"83772 Tiffany Knoll Suite 444, West Sheena, NV 07964",Germany,India,Individual,2021-06-04,1884,MEDIUM
CUST_1069,Mark Fox,1977-05-22,"80064 Holt Islands Apt. 338, Campbelltown, WA 56858",Germany,UAE,Individual,2023-05-11,1178,MEDIUM
CUST_1070,Christopher West,1951-08-27,"0999 Cox Ports Suite 077, Wendyton, PR 73106",USA,France,Business,2020-12-29,2041,MEDIUM
CUST_1071,April Fisher,2004-05-07,"8716 Kristina Crest Apt. 394, West Jefferymouth, IN 77555",USA,Brazil,Business,2023-06-24,1134,MEDIUM
CUST_1072,Mr. Cole Smith Jr.,1952-07-01,"1271 Anthony Pass, Tranville, WA 00918",Canada,UK,Individual,2017-02-11,3458,LOW
CUST_1073,Donna Santiago,1981-11-05,"639 Joe Point Suite 647, South Nataliehaven, CT 41209",USA,USA,Individual,2024-10-06,664,MEDIUM
CUST_1074,Teresa Thompson MD,1986-08-03,"40032 Moore Cape Apt. 759, Mclaughlinton, SD 41342",UK,UK,Business,2025-08-27,339,HIGH
CUST_1075,Sylvia Franco,1978-07-05,"633 Guerra Wells, Lake Morganstad, NM 90297",Germany,UAE,Individual,2019-07-04,2585,HIGH
CUST_1076,Timothy Maddox,1946-09-04,"761 Nancy Street Apt. 117, Hickmanton, RI 41185",Brazil,Singapore,Business,2024-07-30,732,MEDIUM
CUST_1077,Alyssa Smith,1962-12-21,"Unit 7972 Box 6717, DPO AA 21757",Singapore,France,Business,2019-03-01,2710,LOW
CUST_1078,Brian Garcia,1983-03-29,"9786 Andres Street, Roberttown, MT 84110",Canada,France,Individual,2016-11-19,3542,HIGH
CUST_1079,Lynn Allen,1968-09-18,"4993 Kathleen Manors Apt. 185, Nashview, FM 08557",Singapore,Brazil,Business,2020-06-10,2243,LOW
CUST_1080,Anthony Griffith,2002-05-21,"190 Herrera Overpass, East Cynthia, MT 63761",France,Singapore,Business,2018-11-01,2830,HIGH
CUST_1081,Stephen Cunningham,1947-06-11,"96463 Jeff Spring, Shepherdtown, WA 00909",USA,France,Business,2020-05-05,2279,MEDIUM
CUST_1082,John Sullivan MD,1977-04-22,"USNS Miranda, FPO AA 25612",USA,Australia,Business,2023-05-09,1180,LOW
CUST_1083,Louis Simpson,1977-11-25,"625 Harris Causeway Apt. 933, Erinshire, OH 27486",France,France,Individual,2024-06-29,763,HIGH
CUST_1084,Daniel Russell,1987-04-02,"731 Wallace Shoal Suite 100, South Erikshire, TN 93617",France,Australia,Business,2022-10-20,1381,MEDIUM
CUST_1085,Taylor Gutierrez,1966-01-24,"187 Smith Green, North Brittany, WI 26052",Brazil,Brazil,Individual,2018-05-02,3013,HIGH
CUST_1086,Kimberly Payne,1989-02-17,"47486 Martinez Court, Michelleshire, VI 66139",India,Germany,Individual,2023-01-02,1307,MEDIUM
CUST_1087,Logan Singleton,1985-06-17,"72991 Murphy Shoals, Amberville, VT 82370",Australia,USA,Business,2026-05-22,71,LOW
CUST_1088,Kim Curtis,1949-04-24,"0314 Decker Keys, Michaelburgh, NJ 77632",Brazil,Canada,Business,2018-03-28,3048,HIGH
CUST_1089,Monica Reed,1985-02-16,"PSC 2229, Box 1279, APO AE 08224",UAE,UK,Business,2021-04-14,1935,MEDIUM
CUST_1090,Philip Torres,1956-05-27,"568 Kennedy Rest, Thompsonside, CT 12901",Singapore,Brazil,Individual,2018-10-27,2835,HIGH
CUST_1091,Susan Woodard,1976-07-22,"0616 Robert Turnpike, Cooperside, GU 71266",France,Australia,Business,2019-11-28,2438,HIGH
CUST_1092,Benjamin Bryant,1962-04-24,"772 Estes Parkway Apt. 105, Douglasville, IN 34052",Australia,Canada,Individual,2024-08-03,728,MEDIUM
CUST_1093,Rachael James,1974-08-22,"89245 Matthew Manor Suite 053, Curtisbury, DE 86009",Singapore,Australia,Business,2026-02-05,177,MEDIUM
CUST_1094,Rebecca Kramer,1973-09-15,"711 Jones Knoll Suite 149, Port Lisa, AR 26834",UK,Australia,Individual,2021-09-26,1770,HIGH
CUST_1095,Johnathan Patterson,2004-09-22,"Unit 6852 Box 6911, DPO AE 74124",UK,France,Individual,2019-08-12,2546,LOW
CUST_1096,Megan Mora,1992-04-29,"92826 Angela Ranch, Pinedastad, OR 46873",India,Germany,Individual,2022-09-06,1425,LOW
CUST_1097,Emily Alvarez,2002-06-20,"PSC 6750, Box 1303, APO AE 72746",India,Canada,Business,2022-10-21,1380,LOW
CUST_1098,Molly Orozco,1979-04-03,"USCGC Mathis, FPO AP 27451",India,USA,Individual,2023-06-08,1150,LOW
CUST_1099,Denise Harris,1950-10-11,"9825 Nicholas Crest Apt. 925, South David, KY 90926",UAE,India,Business,2016-11-03,3558,LOW
CUST_1100,Ricky Spencer,1947-08-21,"8704 Fields Brook, North Ashley, TX 08391",France,France,Business,2022-04-24,1560,MEDIUM
CUST_1101,Douglas Hill,1964-06-01,"866 Adams Motorway, New Jamiestad, GU 77797",France,Brazil,Business,2025-02-03,544,LOW
CUST_1102,Patricia Gonzalez,1984-01-27,"82738 Mccarthy Estates Suite 911, Port Lindachester, GA 30313",Brazil,Germany,Individual,2023-06-04,1154,MEDIUM
CUST_1103,Dominic Erickson,1993-06-03,"USS Johnson, FPO AA 19745",Canada,Germany,Business,2020-01-18,2387,HIGH
CUST_1104,Lynn Kaufman,1998-01-01,"62652 Jacob Plain, Sheilastad, PR 12525",Australia,France,Business,2023-02-16,1262,MEDIUM
CUST_1105,Robin Anderson,1994-06-12,"843 Gonzalez Islands, North Markview, RI 98119",USA,France,Individual,2018-01-19,3116,LOW
CUST_1106,Andrea Morrison,1996-05-24,"3286 Morgan Orchard, North Alyssa, MT 31710",USA,Germany,Business,2026-04-11,112,HIGH
CUST_1107,Christopher Noble,1973-10-17,"9662 Jones Ville, Griffinfurt, GA 63665",France,France,Business,2017-05-21,3359,MEDIUM
CUST_1108,Virginia Mcclure MD,1961-03-28,"295 Heather Hill Suite 551, East Chelseafort, PR 68662",UK,Australia,Individual,2017-10-04,3223,LOW
CUST_1109,Katie Oliver,1976-08-13,"5192 Karen Terrace, Kristentown, OK 98672",UAE,USA,Business,2023-01-11,1298,MEDIUM
CUST_1110,Emily Mcfarland,2007-05-23,"USS Price, FPO AA 19885",India,Australia,Business,2017-07-04,3315,LOW
CUST_1111,Carolyn Holloway,1997-02-01,"94436 Justin Motorway Apt. 061, New Stacey, IN 59862",USA,Brazil,Business,2017-06-22,3327,HIGH
CUST_1112,William Roberts,1957-09-28,"3679 Nguyen Ports Suite 076, Lake Brittanystad, MP 02191",Australia,UAE,Business,2023-12-29,946,MEDIUM
CUST_1113,David Thomas,1976-11-30,"50575 Petersen Alley Apt. 524, North Ashley, TN 23929",Canada,UK,Business,2022-04-12,1572,LOW
CUST_1114,Dalton Munoz,1957-09-10,"549 Aimee Cove Suite 335, Harrisville, NJ 24341",Canada,Canada,Individual,2025-10-03,302,HIGH
CUST_1115,Travis Randall,1984-10-16,"9633 Kristina Mountain Suite 320, Kaylaburgh, NV 90623",France,India,Business,2020-10-06,2125,MEDIUM
CUST_1116,Christopher Huang,1989-07-22,"244 Thomas Parkway, Port Gregory, AR 26093",India,Australia,Individual,2019-05-06,2644,HIGH
CUST_1117,Karen Hunt,1954-07-07,"10506 Simpson Trace Suite 962, Morrisonland, MI 41060",USA,Brazil,Business,2023-09-26,1040,LOW
CUST_1118,Sheila Griffin,2005-07-10,"USNV Bowen, FPO AE 86602",UAE,Brazil,Individual,2023-07-29,1099,HIGH
CUST_1119,Crystal Curtis,1961-09-08,"2336 Julian Park Suite 729, Jenniferland, WI 54832",Australia,Brazil,Individual,2018-01-29,3106,LOW
CUST_1120,Jared Richards,1978-08-09,"421 Todd Well Apt. 345, Torresstad, AZ 46681",Australia,France,Individual,2023-12-20,955,LOW
CUST_1121,Casey Ali,1987-11-15,"4980 Jeffrey Manors, South Scott, MA 01058",Germany,Canada,Business,2022-09-13,1418,MEDIUM
CUST_1122,Cameron Jenkins,1981-04-10,"159 Phyllis Unions, East Jacqueline, VT 24973",Brazil,Germany,Business,2019-10-20,2477,HIGH
CUST_1123,David Dorsey,1948-08-26,"877 Meagan Lake Suite 621, New Timothy, TX 69794",Brazil,UAE,Individual,2025-03-04,515,HIGH
CUST_1124,Brian Yang,1983-12-06,"659 Mathew Locks, Macdonaldhaven, OH 11442",France,Australia,Individual,2017-11-19,3177,MEDIUM
CUST_1125,Maria James,1953-05-25,"06928 Ford Springs Suite 327, Moniqueton, TX 61713",Canada,Germany,Business,2022-12-24,1316,HIGH
CUST_1126,Lauren Boyd,1994-06-04,"393 Lewis Mill Apt. 633, South Aaron, MA 41934",UK,UK,Individual,2018-07-27,2927,MEDIUM
CUST_1127,Randy Cobb,1952-01-13,"52456 Deborah Crest Apt. 566, Butlerstad, IL 16527",UK,Brazil,Individual,2018-10-29,2833,HIGH
CUST_1128,Thomas Brown,1973-07-09,"873 Weber Square Apt. 230, North Heather, KY 43549",Canada,UK,Individual,2022-03-27,1588,LOW
CUST_1129,Charles Newton,1982-11-25,"495 Anthony Isle Apt. 742, Michelleshire, PA 63014",Germany,UK,Business,2018-03-08,3068,LOW
CUST_1130,Sylvia Cruz,1962-05-30,"14742 Mason Oval, West Donnaberg, MT 15857",France,India,Business,2017-03-28,3413,MEDIUM
CUST_1131,David Rodriguez,1978-12-21,"3028 Hannah Wells Suite 807, Jasonton, AL 45346",India,USA,Business,2017-05-16,3364,LOW
CUST_1132,Ashley Floyd,1982-05-26,"19891 Jacob Knolls, Brandonport, AR 65235",UAE,Canada,Individual,2024-06-09,783,LOW
CUST_1133,Joseph Roberts PhD,1963-12-15,"72481 Kevin Cape Apt. 367, Port Zachary, AS 18112",Singapore,Australia,Individual,2017-10-27,3200,HIGH
CUST_1134,John Sutton,1949-05-08,"01156 Lindsay Square, Perrybury, IL 53813",Germany,Germany,Individual,2025-06-23,404,HIGH
CUST_1135,Joseph Arnold,1954-02-23,"661 Amanda Parkway, Deanport, MO 80319",France,India,Business,2023-05-04,1185,LOW
CUST_1136,Bryan Roth,1949-07-06,"39203 Christopher Rapids, North Samuel, MS 99914",India,Singapore,Individual,2021-06-21,1867,HIGH
CUST_1137,Steven Villa,1981-12-14,"21069 Alan Bridge Suite 985, Avilaville, NC 52964",Singapore,Singapore,Business,2022-12-10,1330,LOW
CUST_1138,Lisa Figueroa,1963-08-16,"2591 Willis Crescent, Jesseberg, OH 24307",India,USA,Business,2018-04-21,3024,LOW
CUST_1139,James Chen,2003-10-17,"Unit 6975 Box 1307, DPO AP 82914",India,India,Individual,2020-03-14,2331,HIGH
CUST_1140,Peggy Deleon,1971-05-08,"520 Troy Crescent, Robertofort, WV 66795",Canada,UK,Individual,2025-07-08,389,MEDIUM
CUST_1141,Gregory Lucas,1979-05-01,"26270 Felicia Inlet, Davidmouth, IN 44864",USA,Singapore,Business,2025-09-30,305,HIGH
CUST_1142,Jill Lawrence,1974-11-21,"408 William Drives Suite 087, Nathanielmouth, PA 77383",Canada,Brazil,Individual,2020-03-19,2326,HIGH
CUST_1143,Andrea Spencer,1971-07-30,"6270 Victoria Walk, Leefurt, MD 42530",Canada,France,Individual,2025-11-13,261,MEDIUM
CUST_1144,Anita Lopez,2003-08-07,"6866 Daniels Station, Lake Jamiefurt, CA 86775",Brazil,UK,Business,2019-01-19,2751,HIGH
CUST_1145,Joel Callahan,2004-11-04,"USCGC Wilson, FPO AP 55380",Brazil,India,Business,2018-03-01,3075,LOW
CUST_1146,Jason Mitchell,1945-08-20,"221 Chen Heights, New Coreytown, ME 89400",Singapore,USA,Individual,2025-01-16,562,MEDIUM
CUST_1147,Denise Carter,1976-04-05,"54497 Charles Causeway, Lake Kristineshire, PW 30911",France,UAE,Business,2025-07-17,380,LOW
CUST_1148,Kristin Scott,1966-01-30,"781 Phillips Causeway, Port Kathryn, DC 77671",USA,UK,Business,2018-11-21,2810,LOW
CUST_1149,Michael Perry,1993-07-24,"544 David Groves Suite 552, Josephchester, NJ 41871",UAE,UAE,Business,2024-02-15,898,HIGH
CUST_1150,Kyle Goodman,1964-12-24,"Unit 1856 Box 6766, DPO AE 33732",Australia,India,Individual,2024-05-18,805,HIGH
CUST_1151,Carol Martin,1992-09-09,"658 Brittany Shores, Jamesbury, IL 35329",UAE,Singapore,Individual,2023-03-29,1221,LOW
CUST_1152,Patrick Garcia,1991-11-24,"64706 Candice Green Apt. 465, Mauricemouth, CO 84673",UK,Germany,Individual,2025-10-16,289,LOW
CUST_1153,Brittany Adams,2006-05-12,"869 Morrison Roads Suite 980, Wilsonfurt, ME 84309",UK,Germany,Individual,2021-03-07,1973,LOW
CUST_1154,Brian Hernandez,2003-04-26,"Unit 4707 Box 2395, DPO AE 05829",India,France,Individual,2026-01-22,191,LOW
CUST_1155,Terry Taylor,2000-10-30,"4762 Hall Roads, Grahamview, MT 72229",France,Germany,Business,2020-12-12,2058,LOW
CUST_1156,Jeremiah Gray,1976-04-27,"89114 Hill Turnpike Apt. 415, Daniellestad, PA 12321",UK,Canada,Individual,2019-03-28,2683,HIGH
CUST_1157,Dillon Patel,1952-02-10,"6439 Burgess Overpass, New Joehaven, MN 21624",USA,India,Individual,2023-09-30,1036,LOW
CUST_1158,Daniel Roberts,1969-06-24,"46014 Micheal Underpass, West Patrickland, MD 33704",Canada,Brazil,Business,2023-09-25,1041,MEDIUM
CUST_1159,Monica Orozco,1977-06-16,"USNS Garcia, FPO AP 60173",Brazil,Germany,Business,2021-11-01,1734,HIGH
CUST_1160,Carol Hinton,2008-05-03,"498 Eaton Spurs Apt. 672, Donnaville, DC 53728",Germany,France,Business,2019-09-27,2500,HIGH
CUST_1161,Sarah Collins,1991-06-17,"921 Graham Hills, New Hannah, VA 27765",UAE,UK,Business,2024-06-26,766,HIGH
CUST_1162,Ernest Nelson,1967-07-02,"Unit 8908 Box 2497, DPO AP 31381",France,USA,Business,2019-08-03,2555,LOW
CUST_1163,Michael Garcia,2008-04-15,"58881 Salas Islands Apt. 854, Reidmouth, WI 68006",Singapore,Singapore,Individual,2026-01-28,185,LOW
CUST_1164,Crystal Holland,2002-08-23,"USNS Martin, FPO AA 73679",UK,France,Individual,2017-07-31,3288,MEDIUM
CUST_1165,Lisa Brown,1996-01-03,"38263 Michelle Stream Suite 504, Stevensside, AR 50913",France,UK,Individual,2018-04-23,3022,MEDIUM
CUST_1166,Emily Barrett,1968-12-18,"60471 Sara Wells, North Marymouth, NV 15924",UAE,India,Business,2026-06-20,42,MEDIUM
CUST_1167,Ricky Garcia,1977-05-26,"2407 Miller Street Suite 799, Sandraside, MA 29589",UAE,Brazil,Business,2025-07-19,378,HIGH
CUST_1168,Anna Harris,1990-04-25,"12875 Cody Spring, Ronaldshire, TX 28037",USA,USA,Individual,2018-02-06,3098,MEDIUM
CUST_1169,Tiffany Barton,1978-05-30,"7948 Patrick Valleys Suite 530, Jeffreyshire, MA 58530",USA,India,Individual,2022-11-22,1348,MEDIUM
CUST_1170,Luis Parks,1955-02-13,"409 Gross Ford, Velasquezton, TX 31048",UK,UK,Individual,2025-02-16,531,HIGH
CUST_1171,Kayla Reyes,1969-03-15,"Unit 8767 Box 0460, DPO AP 07440",France,UAE,Business,2022-08-26,1436,LOW
CUST_1172,Eric Williams,1955-10-17,"94272 David Rapid Apt. 754, Velazquezbury, GA 14414",UK,Singapore,Business,2023-05-23,1166,MEDIUM
CUST_1173,William Ho DVM,2006-05-10,"91529 Anthony Ranch, Diazville, HI 21139",UK,Germany,Individual,2022-10-10,1391,LOW
CUST_1174,Erin Guerra,1987-08-05,"3470 Skinner Lights, North Tylerhaven, MD 62007",UAE,Canada,Business,2016-11-07,3554,HIGH
CUST_1175,Dennis Payne,1956-12-06,"49347 Maxwell Light Apt. 676, Port Richardton, MA 63973",UK,Germany,Business,2026-04-16,107,LOW
CUST_1176,Matthew Foster,1999-12-23,"PSC 7528, Box 6009, APO AP 03640",UK,Germany,Individual,2018-11-06,2825,MEDIUM
CUST_1177,Mary Cobb,1967-06-15,"31869 Suarez Mountains Apt. 555, West Katherine, NH 46999",UAE,Singapore,Individual,2025-11-07,267,LOW
CUST_1178,Cindy Thompson,1947-12-26,"761 Debbie Station Suite 928, North David, KY 42010",Australia,UAE,Business,2026-03-11,143,HIGH
CUST_1179,Ryan Johnson,1982-06-16,"7658 Hartman Forks Apt. 917, West Shannonborough, NY 41569",USA,India,Individual,2022-11-17,1353,LOW
CUST_1180,Tracie Donovan,1988-10-27,"8228 Katherine Field Apt. 203, Connorborough, IN 79539",Canada,India,Business,2024-12-16,593,LOW
CUST_1181,Amanda Scott,1962-07-10,"8187 Tammy Gateway, Josephbury, SD 22741",UAE,Singapore,Individual,2019-04-23,2657,MEDIUM
CUST_1182,Charlotte Buck,2005-06-11,"08015 Miller Islands, Harrischester, NJ 37052",India,Canada,Individual,2019-12-04,2432,HIGH
CUST_1183,Paula Robinson,1982-06-25,"Unit 2098 Box 0708, DPO AP 89059",UK,UK,Business,2022-08-20,1442,LOW
CUST_1184,Dylan Herman MD,1973-01-14,"80728 Paul Common, Meaganburgh, NV 20183",Canada,Canada,Business,2023-11-05,1000,HIGH
CUST_1185,Taylor Contreras,1978-05-22,"77024 Williams Junctions, Lake Tammy, NC 28205",Canada,Canada,Business,2021-11-24,1711,HIGH
CUST_1186,Shelby Moore,1951-09-06,"3482 Mclaughlin Island Apt. 049, West Taylorside, NY 25218",Germany,UK,Business,2023-10-21,1015,HIGH
CUST_1187,Nicholas Rivera,1966-09-29,"761 Patrick Greens Suite 866, Watsonstad, PR 38010",Brazil,UAE,Business,2019-05-21,2629,MEDIUM
CUST_1188,Nicole Pena,1994-06-10,"5297 Evan Cape Apt. 638, Lake Jacqueline, PR 98569",Germany,Germany,Individual,2023-09-29,1037,HIGH
CUST_1189,Tracy Maldonado,1984-11-26,"733 Amanda Extensions Suite 672, Lake Jeffreyshire, PW 59260",UK,Canada,Individual,2021-09-06,1790,MEDIUM
CUST_1190,Joel Morrison,2001-11-12,"51816 Connor Meadows, New Gary, ID 35084",India,UAE,Business,2024-11-14,625,HIGH
CUST_1191,Caleb Johnson,1967-02-11,"78764 Jeffrey Keys, Kelleystad, AZ 38682",Canada,Singapore,Individual,2016-11-01,3560,LOW
CUST_1192,David Williams,1961-06-22,"4779 Edwards Forge, Jeremyport, IL 52909",India,UAE,Individual,2020-01-22,2383,LOW
CUST_1193,Michael Smith,1997-02-19,"263 Jones Mill Apt. 531, Martinezview, AL 18168",France,Germany,Business,2018-11-18,2813,LOW
CUST_1194,Susan Castaneda,1994-06-07,"5648 Walters Causeway Suite 867, Dustinmouth, MA 62607",Germany,USA,Business,2026-01-11,202,HIGH
CUST_1195,Terry Turner,1970-07-26,"54311 Malone Burgs Suite 353, Port Robertside, VI 25281",India,USA,Business,2022-05-01,1553,MEDIUM
CUST_1196,Kimberly Harding,1953-06-12,"3461 Wendy Neck, West Jesus, NC 04228",UK,UAE,Business,2023-09-17,1049,LOW
CUST_1197,Travis Hall,1990-01-24,"901 Rogers Pines Apt. 165, South Rebecca, AR 82907",USA,Germany,Individual,2022-12-01,1339,MEDIUM
CUST_1198,Anthony Combs,1967-03-13,"PSC 2711, Box 2878, APO AA 41765",Australia,India,Individual,2025-05-16,442,MEDIUM
CUST_1199,Lisa Rowland,2000-10-01,"10653 Rodriguez Highway Suite 950, West Justin, WV 08879",Singapore,Australia,Individual,2021-10-02,1764,HIGH
CUST_1200,Alicia Chambers,1975-07-31,"37032 Sarah Inlet, South Leonard, WV 13770",India,UAE,Individual,2023-08-24,1073,HIGH
CUST_1201,Heather Alexander,1991-03-27,"993 Robert Port, East Maria, CO 83425",UAE,Singapore,Business,2024-06-22,770,LOW
CUST_1202,Kyle Young,1968-04-26,"2220 Deborah Drive, North Joshua, PW 99246",USA,France,Business,2023-08-19,1078,HIGH
CUST_1203,Edwin Coleman,1946-03-28,"Unit 8058 Box 6650, DPO AA 47066",UAE,India,Individual,2023-10-23,1013,HIGH
CUST_1204,Cheryl Owen,1985-10-22,"143 Morgan Row Apt. 511, New Garystad, AK 46966",Canada,France,Individual,2024-09-14,686,MEDIUM
CUST_1205,Diane Martin,1957-09-10,"773 Dickson Expressway, West Ericborough, WY 13219",France,Australia,Individual,2019-03-03,2708,LOW
CUST_1206,Heather Stout,1968-06-30,"12962 Vargas Loop, Ryanside, PR 71425",Germany,Germany,Individual,2026-01-29,184,MEDIUM
CUST_1207,Rachel Strickland,1959-03-03,"1485 Shelby Circle, New Danielle, CT 98839",UAE,Canada,Individual,2023-07-03,1125,HIGH
CUST_1208,Sean Hall,1957-05-27,"15076 Nicole Ridges, New Brandyhaven, ME 38904",Australia,India,Business,2026-02-04,178,LOW
CUST_1209,Kelly Mays,2002-04-23,"Unit 6401 Box 9253, DPO AP 48908",Australia,Germany,Business,2022-02-03,1640,MEDIUM
CUST_1210,Jeffrey Morris,1949-10-08,"5963 Marshall Roads, Mariaborough, WI 14239",France,Singapore,Business,2023-08-25,1072,HIGH
CUST_1211,Amanda Collins,2004-07-31,"792 Schultz Pass Apt. 676, Kyliechester, FL 48108",UK,Brazil,Business,2019-03-09,2702,LOW
CUST_1212,Tony Ayers,1999-01-06,"9544 Rogers Mews, Devinside, AZ 04777",India,USA,Individual,2020-12-21,2049,LOW
CUST_1213,Alex Pacheco,1983-01-04,"286 Deanna Grove Apt. 501, South Christinashire, ME 46704",Singapore,France,Business,2016-12-01,3530,LOW
CUST_1214,Andrew Ellis,1953-04-15,"90580 David Mountain Apt. 500, New Stephenburgh, SC 32235",Brazil,Singapore,Individual,2021-04-08,1941,LOW
CUST_1215,Sherry Wilson,1952-04-21,"69291 Shelly Walks, Elizabethbury, CA 04794",India,Canada,Business,2017-11-19,3177,LOW
CUST_1216,Amber Morgan,1987-10-01,"55443 Knapp Oval Suite 724, South Nicole, NH 90642",Australia,India,Business,2023-10-19,1017,LOW
CUST_1217,Courtney Keith,2007-03-07,"30742 Scott Union, Fosterfort, GA 00837",Australia,Canada,Individual,2024-06-02,790,HIGH
CUST_1218,Jennifer Smith,1975-05-08,"02743 Patterson Manors, Jamiebury, PW 13691",UK,USA,Individual,2020-10-30,2101,MEDIUM
CUST_1219,Bobby Garrison,2000-10-19,"0857 Melissa Camp, Lake Philipborough, ME 95944",France,France,Business,2024-03-11,873,HIGH
CUST_1220,Brenda Dennis,1981-07-29,"91243 Hawkins Falls, Susanshire, AZ 07499",Australia,Singapore,Business,2018-04-25,3020,HIGH
CUST_1221,William Craig,1961-04-21,"83114 Smith Brooks, Lake Nicole, NV 48168",India,India,Individual,2017-09-30,3227,HIGH
CUST_1222,Maria Khan,1990-04-26,"Unit 2821 Box 1488, DPO AA 76362",Brazil,Singapore,Individual,2022-07-23,1470,MEDIUM
CUST_1223,John Stevenson,1993-04-22,"0905 Wilson Courts Suite 963, Stevenburgh, NH 92022",UAE,Germany,Individual,2021-11-07,1728,HIGH
CUST_1224,Michelle Sanders,1988-11-26,"8535 Kristin Crescent, Port Kathleen, LA 40528",UAE,Australia,Business,2024-08-23,708,MEDIUM
CUST_1225,Jonathan Watkins,1996-07-06,"742 Ruiz Summit, East Joshua, NJ 61128",Brazil,UAE,Individual,2021-10-27,1739,MEDIUM
CUST_1226,John Anderson,1979-06-14,"92323 Ortega Bypass Apt. 351, Christianburgh, ND 58880",Singapore,Australia,Individual,2019-02-16,2723,HIGH
CUST_1227,Patrick Wood,1996-04-25,"2750 Smith Rue, Port Mary, NE 20504",Germany,Brazil,Individual,2022-07-08,1485,LOW
CUST_1228,Sandra Diaz,1964-04-19,"2075 Ward Lake Suite 447, Mcfarlandland, NE 06297",India,Germany,Individual,2018-08-09,2914,LOW
CUST_1229,Larry Owens,1991-05-20,"5265 Chelsea Causeway Apt. 564, Davidfort, NC 10784",Singapore,Brazil,Business,2025-07-27,370,HIGH
CUST_1230,Michael Fox,1991-11-18,"9375 Lopez Road Apt. 277, Port Manuelfort, NH 62474",India,Australia,Business,2021-08-28,1799,MEDIUM
